'hood	log
's_gravenhage	log
.22	art
0	qud
1	qud
1-dodecanol	rel sub
1-hitter	act
10	qud
100	qud
1000	qud
10000	qud
100000	qud
1000000	qud
1000000000	qud
1000000000000	qud
11	qud
11-plus	act
11_november	tme
12	qud
12-tone_music	com
12-tone_system	com
120	qud
13	qud
14	qud
144	qud
14_july	tme
15	qud
1530s	tme
15_august_1945	tme
15_may_organization	grs
15_minutes	tme
16	qud
16_pf	act com
17	qud
1728	qud
1750s	tme
1760s	tme
1770s	tme
1780s	tme
1790s	tme
17_november	grs
18	qud
18-karat_gold	rel sub
1820s	tme
1830s	tme
1840s	tme
1850s	tme
1860s	tme
1870s	tme
1880s	tme
1890s	tme
19	qud
1900s	tme
1920s	tme
1930s	tme
1940s	tme
1950s	tme
1960s	tme
1970s	tme
1980s	tme
1990s	tme
1_chronicles	com
1_esdras	com
1_kings	com
1_maccabees	com
1_samuel	com
1st-class_mail	com
1st_baron_beaverbrook	hum
1st_baron_verulam	hum
1st_class	com
1st_earl_attlee	hum
1st_earl_baldwin_of_bewdley	hum
1st_earl_of_balfour	hum
1st_lieutenant	hum
1st_viscount_montgomery_of_alamein	hum
2	qud
2-hitter	act
2-hydroxybenzoic_acid	chm
2-methylpropenoic_acid	chm
20	qud
20/20	psy
21	qud
22	qud
22-karat_gold	rel sub
23	qud
24	qud
24-hour_interval	tme
24-karat_gold	chm
24/7	tme
25	qud
26	qud
27	qud
28	qud
29	qud
2_chronicles	com
2_esdras	com
2_kings	com
2_maccabees	com
2_samuel	com
2nd_lieutenant	hum
3	qud
3-d	art evt psy
3-hitter	act
30	qud
30_minutes	tme
365_days	tme
366_days	tme
3d	art evt psy
3d_radar	art
3rd_october_organization	grs
3tc	agt sub
4	qud
4-hitter	act
40	qud
401-k	psy
401-k_plan	psy
440_yards	lme
4to	atr
4wd	art
5	qud
5-hitter	act
5-hydroxy-3-methylglutaryl-coenzyme_a_reductase	chm
5-hydroxytryptamine	chm
50	qud
500	qud
6	qud
60	qud
60_minutes	tme
6_june_1944	tme
7	qud
70	qud
78	art qud
8	qud
80	qud
880_yards	lme
8_may_1945	tme
8vo	atr
9	qud
9-11	act
9/11	act
90	qud
a	chm com fod lme qud rel sub
a'man	grs
a-bomb	art
a-horizon	loc
a-line	art
a-list	com
a-scan_ultrasonography	act
a-team	grs
a._a._michelson	hum
a._a._milne	hum
a._conan_doyle	hum
a._e._burnside	hum
a._e._housman	hum
a._e._kennelly	hum
a._e._w._mason	hum
a._noam_chomsky	hum
a._testudineus	anm
a.e.	hum
a/c	art
a_battery	art
a_capella_singing	act
a_cappella_singing	act
a_horizon	loc
a_kempis	hum
a_la_carte	com
a_level	sta
aa	com grs rel sub
aaa	sta
aachen	log
aaland_islands	nat
aalborg	log
aalii	plt
aalst	log
aalto	hum
aar	nat
aardvark	anm
aardwolf	anm
aare	nat
aare_river	nat
aarhus	log
aaron	hum sta
aaron's_rod	plt
aaron_burr	hum
aaron_copland	hum
aaron_montgomery_ward	hum
aarp	grs
aas	com
aave	com
ab	com prt rel sub tme
aba	art
aba_transit_number	com
abaca	plt rel sub
abacus	art
abadan	log
abalone	anm
abamp	qud
abampere	qud
abandon	atr sta
abandoned_infant	hum
abandoned_person	hum
abandoned_ship	art
abandonment	act
abarticulation	sta
abasement	act sta
abashment	sta
abasia	sta
abasia_trepidans	sta
abatable_nuisance	psy
abatement	act evt
abatement_of_a_nuisance	act
abatis	art
abator	hum
abattis	art
abattoir	art
abaya	art
abb	grs
abbacy	log
abbe	hum
abbe_condenser	art
abbess	hum
abbey	art
abbot	hum
abbott_lawrence_lowell	hum
abbreviation	act rel
abbreviator	hum
abc	psy
abc's	psy
abcoulomb	qud
abcs	psy
abdias	com hum
abdication	act com
abdicator	hum
abdomen	prt
abdominal	prt
abdominal_actinomycosis	sta
abdominal_aorta	prt
abdominal_aortic_aneurysm	sta
abdominal_breathing	pro
abdominal_cavity	prt
abdominal_delivery	act
abdominal_external_oblique_muscle	prt
abdominal_muscle	prt
abdominal_nerve_plexus	prt
abdominal_pregnancy	sta
abdominal_wall	loc
abdominocentesis	act
abdominoplasty	act
abdominousness	atr
abducens	prt
abducens_muscle	prt
abducens_nerve	prt
abducent	prt
abducent_nerve	prt
abduction	act
abductor	hum prt
abductor_muscle	prt
abecedarian	grs hum
abecedarius	com
abel	hum
abel_janszoon_tasman	hum
abel_tasman	hum
abelard	hum
abele	plt
abelia	plt
abelian_group	abs
abelmoschus	grb
abelmoschus_esculentus	plt
abelmoschus_moschatus	plt
abelmosk	plt
abenaki	hum
aberdare	log
aberdeen	log
aberdeen_angus	anm
aberrance	sta
aberrancy	sta
aberrant	hum
aberration	phm sta
abetalipoproteinemia	sta
abetment	com
abettal	com
abetter	hum
abettor	hum
abeyance	sta
abfarad	qud
abhenry	qud
abhorrence	sta
abhorrer	hum
abidance	act
abidjan	log
abience	psy
abies	grb
abies_alba	plt
abies_amabilis	plt
abies_balsamea	plt
abies_bracteata	plt
abies_concolor	plt
abies_fraseri	plt
abies_grandis	plt
abies_lasiocarpa	plt
abies_lowiana	plt
abies_venusta	plt
abila	pho
abilene	log
ability	atr psy
abiogenesis	phm
abiogenist	hum
abiotrophy	evt
abjection	sta
abjuration	act
abjurer	hum
abkhas	grs hum
abkhasian	com hum
abkhaz	grs hum log
abkhazia	log
abkhazian	com hum
ablactation	act pro
ablation	act pro
ablative	grp
ablative_absolute	com grp
ablative_case	grp
ablaut	rel
able-bodied_seaman	hum
able-bodiedism	act
able-bodism	act
able_seaman	hum
ableism	act
ablepharia	sta
ablism	act
abls	com
ablution	act
abm	art
abnaki	com hum
abnegation	act
abnegator	hum
abney_level	art
abnormal_psychology	psy
abnormalcy	sta
abnormality	act atr psy sta
abo_antibodies	chm
abo_blood_group_system	psy
abo_group	psy
abo_system	psy
abocclusion	sta
abode	art loc
abohm	qud
abolishment	act
abolition	act
abolitionism	psy
abolitionist	hum
abomasum	prt
abominable_snowman	psy
abomination	act hum sta
abominator	hum
abor	com
aboriginal	hum
aboriginal_australian	com
aborigine	grp hum
abort	act
aborticide	act agt sub
abortifacient	agt sub
abortion	act evt
abortion-inducing_drug	agt sub
abortion_pill	agt sub
abortionist	hum
abortus	anm
aboulia	sta
about-face	act
about_turn	act
above	com
abracadabra	com
abrachia	sta
abradant	art rel sub
abrader	art
abrading_stone	art
abraham	hum
abraham's_bosom	psy
abraham_lincoln	hum
abraham_stoker	hum
abramis	grb
abramis_brama	anm
abrasion	phm pro sta
abrasive	rel sub
abrasive_material	rel sub
abrasiveness	atr
abreaction	act
abridgement	com
abridger	hum
abridgment	com
abrocoma	grb
abrocome	anm
abrogation	act
abrogator	hum
abronia	grb
abronia_elliptica	plt
abronia_fragrans	plt
abronia_latifolia	plt
abronia_maritima	plt
abronia_umbellata	plt
abronia_villosa	plt
abruptio_placentae	sta
abruption	act
abruptly-pinnate_leaf	nat
abruptness	atr rel
abruzzi	log
abruzzi_e_molise	log
abs	sub
abscess	psy
abscessed_tooth	psy
abscissa	qud
abscission	act pro
absconder	hum
abscondment	act
abseil	act
abseiler	hum
absence	act evt mea sta
absence_seizure	evt
absence_without_leave	act
absentee	hum
absentee_ballot	com
absentee_rate	rel
absenteeism	act
absentmindedness	sta
absinth	agt fod rel
absinthe	agt fod plt rel
absinthe_oil	chm
absolute	psy
absolute_alcohol	rel sub
absolute_ceiling	rel
absolute_frequency	qud
absolute_magnitude	atr
absolute_majority	mea
absolute_pitch	psy
absolute_scale	mea
absolute_space	spc
absolute_temperature	atr mea
absolute_threshold	psy
absolute_value	qud
absolute_viscosity	qud
absolute_zero	atr mea
absoluteness	atr
absolution	act sta
absolutism	grs psy sta
absolutist	hum
absolver	hum
absorbance	atr
absorbate	rel sub
absorbency	atr
absorbent	rel sub
absorbent_cotton	rel sub
absorbent_material	rel sub
absorber	rel sub
absorptance	qud
absorption	pro psy sta
absorption_band	phm
absorption_coefficient	qud
absorption_factor	atr
absorption_indicator	rel sub
absorption_spectrum	grp
absorption_unit	qud
absorptivity	atr
abstainer	hum
abstemiousness	atr
abstention	atr
abstinence	act atr
abstinent	hum
abstract	com psy
abstract_art	art
abstract_artist	hum
abstract_entity	abs
abstract_expressionism	grs
abstract_thought	psy
abstractedness	sta
abstracter	hum
abstraction	abs act art psy sta
abstractionism	art psy
abstractionist	hum
abstractness	atr
abstractor	hum
abstruseness	atr psy
abstrusity	psy
absurd	sta
absurdity	atr com
absurdness	com
abu_ali_al-husain_ibn_abdallah_ibn_sina	hum
abu_dhabi	log
abu_hafs_al-masri_brigades	grs
abu_nidal_organization	grs
abu_sayyaf	grs
abudefduf	grb
abudefduf_saxatilis	anm
abuja	log
abukir	nat
abukir_bay	nat
abul-walid_mohammed_ibn-ahmad_ibn-mohammed_ibn-roshd	hum
abulia	sta
abundance	atr rel
abuse	act com
abuser	hum
abutilon	grb
abutilon_theophrasti	plt
abutment	art loc
abutment_arch	art
abutter	hum
abvolt	qud
abwatt	qud
aby_moritz_warburg	hum
aby_warburg	hum
abydos	log
abyla	pho
abysm	frm loc
abyss	frm loc
abyssal_zone	pho
abyssinia	log
abyssinian	anm
abyssinian_banana	plt
abyssinian_cat	anm
ac	chm phm
acacia	plt
acacia_auriculiformis	plt
acacia_cambegei	plt
acacia_catechu	plt
acacia_dealbata	plt
acacia_farnesiana	plt
acacia_melanoxylon	plt
acacia_pycnantha	plt
acacia_xanthophloea	plt
academe	grs
academia	grs
academic	hum
academic_administrator	hum
academic_costume	art
academic_degree	com
academic_department	grs
academic_freedom	sta
academic_gown	art
academic_program	psy
academic_relation	rel
academic_requirement	act
academic_robe	art
academic_session	tme
academic_term	tme
academic_year	tme
academician	hum
academicianship	act
academicism	atr
academism	atr
academy	art grs
academy_award	com
academy_of_motion_picture_arts_and_sciences	grs
academy_of_television_arts_and_sciences	grs
acadia	log
acadia_national_park	log
acadian	hum
acalypha	grb
acalypha_virginica	plt
acantha	frm
acanthaceae	grb
acanthion	prt
acanthisitta	grb
acanthisitta_chloris	anm
acanthisittidae	grb
acanthocephala	grb
acanthocephalan	anm
acanthocereus	grb
acanthocereus_pentagonus	plt
acanthocereus_tetragonus	plt
acanthocybium	grb
acanthocybium_solandri	anm
acanthocyte	cel
acanthocytosis	sta
acantholysis	sta
acanthoma	sta
acanthophis	grb
acanthophis_antarcticus	anm
acanthopterygian	anm
acanthopterygii	grb
acanthoscelides	grb
acanthoscelides_obtectus	anm
acanthosis	sta
acanthosis_nigricans	sta
acanthuridae	grb
acanthurus	grb
acanthurus_chirurgus	anm
acanthus	plt
acanthus_family	grb
acanthus_mollis	plt
acapnia	sta
acapulco	log
acapulco_de_juarez	log
acapulco_gold	agt sub
acaracide	rel sub
acardia	sta
acariasis	sta
acaricide	rel sub
acarid	anm
acaridae	grb
acaridiasis	sta
acarina	grb
acarine	anm
acariosis	sta
acaroid_resin	chm
acarophobia	sta
acarus	anm
acaryote	cel
acatalectic	com
acataphasia	sta
acathexia	sta
acathexis	psy
acc	grs
accaroid_resin	chm
accelerando	tme
acceleration	act evt rel
acceleration_unit	qud
accelerator	art rel sub
accelerator_factor	chm
accelerator_pedal	art
accelerometer	art
accent	com sta
accent_mark	com
accenting	act
accentor	anm
accentual_system	grp
accentuation	act com
acceptability	atr
acceptableness	atr
acceptance	act atr com psy sta
acceptance_sampling	act
acceptation	act com sta
acceptor	chm hum
acceptor_rna	chm
access	act art com pro psy
access_code	com
access_road	art
access_time	mea
accessary	hum
accessibility	atr
accession	act pos pro psy rel
accessory	art hum pho
accessory_after_the_fact	hum
accessory_before_the_fact	hum
accessory_cephalic_vein	prt
accessory_during_the_fact	hum
accessory_fruit	nat
accessory_hemiazygos_vein	prt
accessory_hemiazygous_vein	prt
accessory_nerve	prt
accessory_vertebral_vein	prt
accho	log
acciaccatura	com
accidence	psy
accident	evt
accident_surgery	psy
accidental	com
accidental_injury	evt
accipiter	grb
accipiter_cooperii	anm
accipiter_gentilis	anm
accipiter_nisus	anm
accipitridae	grb
accipitriformes	anm
acclaim	com
acclamation	com
acclimation	pro
acclimatisation	pro
acclimatization	pro
acclivity	pho
accolade	com
accommodating_iol	art
accommodating_lens_implant	art
accommodation	act art com evt psy
accommodation_endorser	hum
accommodation_ladder	art
accommodation_reflex	pro
accommodator	hum
accompaniment	act com evt pho
accompanist	hum
accompanying_vein	prt
accompanyist	hum
accomplice	hum
accomplished_fact	act
accomplishment	act psy
accord	act atr com sta
accord_and_satisfaction	com
accordance	act
accordance_of_rights	act
accordion	art
accordion_door	art
accordionist	hum
accouchement	pro
accoucheur	hum
accoucheuse	hum
account	act atr com psy sta
account_book	com
account_executive	hum
account_payable	sta
account_representative	hum
account_statement	com
accountability	atr
accountancy	act
accountant	hum
accountantship	act
accounting	act com psy
accounting_data	grp
accounting_entry	com
accounting_firm	grs
accounting_principle	psy
accounting_standard	psy
accounting_system	com
accounts_payable	pos
accounts_receivable	pos
accouterment	art
accoutrement	art
accra	log
accreditation	act
accretion	pos pro qui
accroides	chm
accroides_gum	chm
accroides_resin	chm
accrual	act
accrual_basis	com
accruement	act
acculturation	act psy
accumulation	act grp pos pro
accumulator	art hum
accumulator_register	art
accuracy	atr
accusal	com
accusation	com
accusative	grp
accusative_case	grp
accused	hum
accuser	hum
ace	act chm grs hum qud rel sub
ace_inhibitor	agt sub
ace_of_clubs	rel sub
ace_of_diamonds	rel sub
ace_of_hearts	rel sub
ace_of_spades	rel sub
acebutolol	agt sub
acedia	act
acellular_slime_mold	lfr
acentric_chromosome	nat
acephalia	sta
acephalism	sta
acephaly	sta
acer	grb
acer_argutum	plt
acer_campestre	plt
acer_circinatum	plt
acer_glabrum	plt
acer_japonicum	plt
acer_macrophyllum	plt
acer_negundo	plt
acer_negundo_californicum	plt
acer_palmatum	plt
acer_pennsylvanicum	plt
acer_platanoides	plt
acer_pseudoplatanus	plt
acer_rubrum	plt
acer_saccharinum	plt
acer_saccharum	plt
acer_spicatum	plt
aceraceae	grb
acerate_leaf	nat
acerbity	atr
acerola	nat plt sub
acervulus	nat
acetabulum	prt
acetal	chm
acetaldehyde	chm
acetaldol	chm
acetamide	chm
acetaminophen	agt sub
acetanilid	agt sub
acetanilide	agt sub
acetate	art chm
acetate_disk	art
acetate_rayon	art
acetic_acid	chm
acetic_anhydride	chm
acetin	chm
acetoacetic_acid	chm
acetone	chm
acetone_body	chm
acetonemia	psy
acetonuria	psy
acetophenetidin	agt sub
acetphenetidin	agt sub
acetum	chm fod
acetyl	pho
acetyl_chloride	chm
acetyl_group	pho
acetyl_radical	pho
acetylation	pro
acetylcholine	chm
acetylene	chm
acetylsalicylic_acid	agt chm
achaea	loc
achaean	grp hum
achaian	hum
ache	psy
achene	nat
acheron	nat
acherontia	grb
acherontia_atropos	anm
acheson	hum
acheson_process	pro
acheta	grb
acheta_assimilis	anm
acheta_domestica	anm
achievability	sta
achievement	act
achiever	hum
achille_ratti	hum
achillea	plt
achillea_millefolium	plt
achillea_ptarmica	plt
achilles	psy
achilles'_heel	atr
achilles_tendon	prt
achimenes	plt
aching	psy
achira	plt
achlorhydria	sta
achmad_sukarno	hum
achoerodus	grb
achoerodus_gouldii	anm
acholia	sta
achomawi	com grs hum
achondrite	nat
achondroplasia	sta
achondroplasty	sta
achras	grb
achras_zapota	plt
achromasia	atr
achromatic_color	atr
achromatic_colour	atr
achromatic_lens	art
achromatic_vision	psy
achromaticity	atr
achromatin	rel sub
achromatism	atr
achromia	atr
achromycin	agt sub
achylia	sta
achylia_gastrica	sta
acicula	prt
acid	agt chm sub
acid-base_balance	pro
acid-base_equilibrium	pro
acid-base_indicator	rel sub
acid_anhydrides	chm
acid_dye	rel sub
acid_halide	chm
acid_head	hum
acid_hydrogen	rel sub
acid_precipitation	sta
acid_rain	sta
acid_rock	com
acid_test	psy
acid_value	qud
acidemia	sta
acidic_hydrogen	rel sub
acidification	pro
acidimetry	act
acidity	atr psy
acidophil	mic
acidophile	mic
acidophilus	mic
acidophilus_milk	fod rel
acidosis	sta
acidulousness	psy
acinonyx	grb
acinonyx_jubatus	anm
acinos	grb
acinos_arvensis	plt
acinus	nat prt
acipenser	grb
acipenser_huso	anm
acipenser_transmontanus	anm
acipenseridae	grb
ack-ack	art
ack-ack_gun	art
ackee	nat sub
acknowledgement	com sta
acknowledgment	com sta
aclant	grs
aclinic_line	loc
acme	loc sta
acne	sta
acne_rosacea	sta
acne_vulgaris	sta
acnidosporidia	grb
acocanthera	grb
acocanthera_oblongifolia	plt
acocanthera_oppositifolia	plt
acocanthera_spectabilis	plt
acocanthera_venenata	plt
acokanthera	grb
acolyte	hum sta
aconcagua	loc
aconite	plt
aconitum	grb
aconitum_lycoctonum	plt
aconitum_napellus	plt
acoraceae	grb
acorea	sta
acores	nat
acorn	nat
acorn_barnacle	anm
acorn_cup	nat
acorn_squash	plt sub
acorn_tube	art
acorus	grb
acorus_calamus	plt
acousma	sta
acoustic	agt sub
acoustic_aphasia	sta
acoustic_buoy	com
acoustic_delay_line	art
acoustic_device	art
acoustic_gramophone	art
acoustic_guitar	art
acoustic_impedance	phm
acoustic_meatus	prt
acoustic_modem	art
acoustic_nerve	prt
acoustic_phenomenon	phm
acoustic_power	atr
acoustic_projection	phm
acoustic_radiation_pressure	phm
acoustic_reactance	phm
acoustic_resistance	phm
acoustic_spectrum	grp
acoustic_storage	art
acoustic_wave	evt
acoustician	hum
acousticophobia	sta
acoustics	psy
acquaintance	hum psy sta
acquaintanceship	sta
acquiescence	act sta
acquired_hemochromatosis	sta
acquired_immune_deficiency_syndrome	sta
acquired_immunity	sta
acquired_reflex	pro
acquired_taste	sta
acquirement	psy
acquirer	grs hum
acquiring	act
acquisition	act pos psy
acquisition_agreement	com
acquisitiveness	atr
acquittal	act
acquittance	com
acragas	log
acrasiomycetes	grb
acre	log qud
acre-foot	qud
acre_inch	qud
acreage	atr
acres	pos
acridid	anm
acrididae	grb
acridity	atr psy
acridness	atr
acridotheres	grb
acridotheres_tristis	anm
acrilan	chm
acrimony	atr
acris	grb
acris_crepitans	anm
acris_gryllus	anm
acroanaesthesia	sta
acroanesthesia	sta
acrobat	hum
acrobates	grb
acrobatic_feat	act
acrobatic_stunt	act
acrobatics	act
acrocarp	lfr
acrocarpous_moss	lfr
acrocarpus	grb
acrocarpus_fraxinifolius	plt
acrocentric_chromosome	nat
acrocephalus	grb
acrocephalus_schoenobaenus	anm
acrocephaly	sta
acroclinium	grb
acroclinium_roseum	plt
acrocomia	grb
acrocomia_aculeata	plt
acrocomia_vinifera	plt
acrocyanosis	psy
acrodont	anm
acrogen	plt
acrolein	chm
acromegalia	sta
acromegaly	sta
acromial_process	prt
acromicria	sta
acromikria	sta
acromion	prt
acromphalus	sta
acromyotonia	sta
acronym	rel
acrophobia	sta
acrophony	act
acropolis	art
acropora	grb
acrosome	prt
acrostic	com
acrostichum	grb
acrostichum_aureum	plt
acrylamide	chm
acrylate	chm
acrylate_resin	chm
acrylic	art chm rel sub
acrylic_acid	chm
acrylic_fiber	rel sub
acrylic_paint	art rel sub
acrylic_resin	chm
acrylonitrile	chm
acrylonitrile-butadiene-styrene	sub
act	act com evt
act_of_god	evt
act_of_terrorism	act
actaea	grb
actaea_alba	plt
actaea_rubra	plt
acth	rel sub
actias	grb
actias_luna	anm
actifed	agt sub
actin	chm
actinaria	grb
acting	act
acting_out	com
actinia	anm grb
actinian	anm
actiniaria	grb
actiniarian	anm
actinic_dermatitis	sta
actinic_keratosis	sta
actinic_radiation	phm
actinic_ray	phm
actinide	grp
actinide_series	grp
actinidia	grb
actinidia_arguta	plt
actinidia_chinensis	plt
actinidia_deliciosa	plt
actinidia_polygama	plt
actinidiaceae	grb
actiniopteris	grb
actinism	atr
actinium	chm
actinoid	grp
actinolite	rel sub
actinomeris	grb
actinomeris_alternifolia	plt
actinometer	art
actinometry	act
actinomyces	mic
actinomycetaceae	grb
actinomycetales	grb
actinomycete	mic
actinomycin	agt sub
actinomycosis	sta
actinomyxidia	grb
actinomyxidian	mic
actinon	grp
actinopod	mic
actinopoda	grb
actinotherapy	act
actinozoa	grb
actinozoan	anm
action	act art atr com pro sta
action_at_law	act
action_mechanism	art
action_officer	hum
action_painting	grs
action_plant	plt
action_potential	evt
action_replay	act
action_spectrum	grp
actitis	grb
actitis_hypoleucos	anm
actitis_macularia	anm
actium	act log
activase	agt sub
activated_carbon	chm
activated_charcoal	chm
activating	act
activating_agent	rel sub
activation	act pro
activation_energy	phm
activator	rel sub
active	agt hum rel sub
active_agent	agt sub
active_air_defense	act
active_application	com
active_birth	pro
active_citizen	hum
active_immunity	sta
active_matrix_screen	art
active_placebo	agt sub
active_site	loc
active_transport	pro
active_trust	pos
active_voice	rel
activeness	atr sta
activewear	art
activism	psy
activist	hum
activity	act atr pro sta
actomyosin	chm
actor	hum
actor's_agent	hum
actor's_assistant	hum
actor's_line	com
actress	hum
acts	com
acts_of_the_apostles	com
actual_damages	pos
actual_eviction	act
actual_possession	act
actual_sin	act
actualisation	act
actuality	sta
actualization	act
actuarial_table	grp
actuary	hum
actuation	act
actuator	art
actus_reus	act
acuity	psy
acular	agt sub
aculea	prt
aculeus	prt
acumen	prt psy
acuminate_leaf	nat
acupressure	act
acupuncture	act
acute	com
acute-angled_triangle	frm
acute_accent	com
acute_angle	frm loc
acute_anterior_poliomyelitis	sta
acute_brain_disorder	sta
acute_gastritis	psy
acute_glaucoma	sta
acute_glossitis	psy
acute_hemorrhagic_encephalitis	psy
acute_inclusion_body_encephalitis	psy
acute_kidney_failure	sta
acute_leukemia	sta
acute_lymphoblastic_leukemia	sta
acute_lymphocytic_leukemia	sta
acute_myelocytic_leukemia	sta
acute_myeloid_leukemia	sta
acute_organic_brain_syndrome	sta
acute_pyelonephritis	sta
acute_renal_failure	sta
acute_schizophrenic_episode	sta
acute_triangle	frm
acuteness	atr psy
acyclovir	agt sub
acyl	pho
acyl_anhydrides	chm
acyl_group	pho
acyl_halide	chm
acylation	pro
acylglycerol	chm
ad	com
ad-lib	com
ad_agency	grs
ad_blitz	act
ad_campaign	act
ad_valorem_tax	pos
ada	chm
ada-scid	sta
adactylia	sta
adactylism	sta
adactyly	sta
adad	psy
adage	com
adagio	act com
adalia	grb log
adalia_bipunctata	anm
adam	agt hum sub
adam's_apple	plt prt
adam's_needle	plt
adam's_needle-and-thread	plt
adam's_peak	loc
adam-and-eve	plt
adam_smith	hum
adamance	atr
adamant	chm
adams	hum loc
adams-stokes_syndrome	sta
adana	log
adansonia	grb
adansonia_digitata	plt
adansonia_gregorii	plt
adapa	psy
adapid	grb
adapid_group	grb
adapin	agt sub
adaptability	atr
adaptation	act com pro
adapter	art hum
adaption	pro
adaptive_radiation	evt pro
adaptor	art
adar	tme
adar_sheni	tme
add	psy
add-in	art
add-on	com pho
addax	anm
addax_nasomaculatus	anm
addend	qud
addendum	com
adder	anm art hum
adder's_fern	plt
adder's_tongue	plt
adder's_tongue_fern	plt
addict	hum
addiction	act sta
adding_machine	art
addis_ababa	log
addison's_disease	sta
addison's_syndrome	sta
addition	act log pho pos qui
addition_reaction	pro
additions_to_esther	com
additive	pho
additive_inverse	rel
addle-head	hum
addlehead	hum
address	act atr com loc
addressee	hum
addressing_machine	art
addressograph	art
adducer	hum
adducing	com
adduct	chm
adduction	act
adductor	prt
adductor_muscle	prt
ade	fod rel
adelaide	log
adelges	grb
adelges_abietis	anm
adelges_piceae	anm
adelgid	anm
adelgidae	grb
adelie	anm
adelie_coast	log
adelie_land	log
adelie_penguin	anm
adeline_virginia_stephen_woolf	hum
aden	log
aden-abyan_islamic_army	grs
adenanthera	grb
adenanthera_pavonina	plt
adenauer	hum
adenine	chm
adenitis	psy
adenium	grb
adenium_multiflorum	plt
adenium_obesum	plt
adenocarcinoma	sta
adenohypophysis	prt
adenoid	prt
adenoidectomy	act
adenoma	sta
adenomatous_polyp	sta
adenomegaly	sta
adenomyosarcoma	sta
adenomyosis	sta
adenopathy	sta
adenosine	chm
adenosine_deaminase	chm
adenosine_diphosphate	chm
adenosine_monophosphate	chm
adenosine_triphosphate	chm
adenosis	sta
adenota	grb
adenota_vardoni	anm
adenovirus	agt mic
adenylic_acid	chm
adept	hum
adeptness	sta
adequacy	atr
adequateness	atr
ader_wax	rel sub
adermin	fod
adesite	rel sub
adh	agt rel sub
adhd	psy
adherence	act atr
adherent	hum
adhesion	act atr prt sta
adhesion_contract	com
adhesive	rel sub
adhesive_agent	rel sub
adhesive_bandage	art
adhesive_friction	phm
adhesive_material	rel sub
adhesive_plaster	art
adhesive_tape	art
adhesiveness	atr
adhocracy	grs
adi_granth	com
adiabatic_process	pro
adiantaceae	grb
adiantum	grb
adiantum_bellum	plt
adiantum_capillus-veneris	plt
adiantum_pedatum	plt
adiantum_tenerum	plt
adiantum_tenerum_farleyense	plt
adience	psy
adieu	com
adige	nat
adios	com
adipic_acid	chm
adipose_cell	cel
adipose_tissue	prt
adipose_tumor	sta
adiposeness	atr
adiposis	atr
adiposity	atr
adirondack_mountains	pho
adirondacks	pho
adit	art
aditi	psy
aditya	psy
adjacency	rel
adjective	grp rel
adjoining_room	art
adjournment	act
adjudication	act
adjudicator	hum
adjunct	com grp hum pho
adjunction	act
adjuration	act
adjustable_spanner	art
adjustable_wrench	art
adjuster	hum
adjusting_entry	com
adjustment	act evt pos pro
adjustor	hum
adjutant	anm hum
adjutant_bird	anm
adjutant_general	hum
adjutant_stork	anm
adjuvant	pho
adlai_ewing_stevenson	hum
adlai_stevenson	hum
adlumia	grb
adlumia_fungosa	plt
adman	hum
admass	grs
administration	act grs tme
administrative_body	grs
administrative_data_processing	pro
administrative_district	log
administrative_division	log
administrative_hearing	act
administrative_law	grp
administrative_official	hum
administrative_unit	grs
administrator	hum
administrivia	act
admirability	atr
admirableness	atr
admiral	anm hum
admiral_byrd	hum
admiral_dewey	hum
admiral_nelson	hum
admiral_nimitz	hum
admiralty	act grs
admiralty_brass	rel sub
admiralty_island	nat
admiralty_islands	nat
admiralty_law	grp
admiralty_metal	rel sub
admiralty_mile	lme
admiralty_range	pho
admiration	act sta
admirer	hum
admissibility	atr
admission	act com pos psy
admission_charge	pos
admission_day	tme
admission_fee	pos
admission_price	pos
admittance	act psy
admixture	act pho sta
admonisher	hum
admonishment	com
admonition	com
adnexa	prt
adnoun	rel
ado	act
adobe	art rel sub
adobe_brick	art
adobe_house	art
adobe_lily	plt
adobo	fod
adolescence	sta tme
adolescent	hum
adolf_eichmann	hum
adolf_hitler	hum
adolf_loos	hum
adolf_windaus	hum
adolph_simon_ochs	hum
adolphe_sax	hum
adonic	com
adonic_line	com
adonis	grb hum psy
adonis_annua	plt
adoptee	hum
adopter	hum
adoption	act
adoptive_parent	hum
adorability	atr
adorableness	atr
adoration	act sta
adorer	hum
adornment	act art
adoxography	act
adp	chm pro
adp_system	art
adps	art
adrenal	prt
adrenal_cortex	nat prt
adrenal_cortical_steroid	rel sub
adrenal_gland	prt
adrenal_medulla	nat prt
adrenalectomy	act
adrenalin	agt chm
adrenaline	agt chm
adrenarche	evt
adrenergic	agt
adrenergic_agonist_eyedrop	act
adrenergic_drug	agt
adrenocorticotrophic_hormone	rel sub
adrenocorticotrophin	rel sub
adrenocorticotropic_hormone	rel sub
adrenocorticotropin	rel sub
adrenosterone	rel sub
adrian	hum
adrianople	log
adrianopolis	log
adriatic	nat
adriatic_sea	nat
adroitness	sta
adsorbate	rel sub
adsorbent	rel sub
adsorbent_material	rel sub
adsorption	pro
adsuki_bean	plt
adulation	com
adulator	hum
adult	anm hum
adult-onset_diabetes	sta
adult-onset_diabetes_mellitus	sta
adult_body	nat
adult_education	act
adult_female	hum
adult_female_body	nat
adult_intelligence	rel
adult_male	hum
adult_male_body	nat
adult_respiratory_distress_syndrome	sta
adult_tooth	prt
